Date,Store,Category,Units_Sold,Revenue
2022-11-14,Store_A,Shoes,188,9359.74
2022-11-14,Store_A,Accessories,204,4739.36
2022-11-14,Store_B,T-Shirts,218,8801.36
2022-11-14,Store_B,Jeans,205,8480.49
2022-11-14,Store_B,Jackets,211,13942.7
2022-11-14,Store_B,Dresses,205,19352.83
2022-11-14,Store_B,Shoes,228,11644.59
2022-11-14,Store_B,Accessories,213,10142.46
2022-11-14,Store_C,T-Shirts,194,8520.14
2022-11-14,Store_C,Jeans,196,11537.62
2022-11-14,Store_C,Jackets,193,9715.39
2022-11-14,Store_C,Dresses,211,5376.27
2022-11-14,Store_C,Shoes,209,12691.38
2022-11-14,Store_C,Accessories,229,5430.8
2022-11-14,Store_D,T-Shirts,197,15550.8
2022-11-14,Store_D,Jeans,186,2697.47
2022-11-14,Store_D,Jackets,209,10689.77
2022-11-14,Store_D,Dresses,201,6863.57
2022-11-14,Store_D,Shoes,204,14120.29
2022-11-14,Store_D,Accessories,175,9926.24
2022-11-14,Store_E,T-Shirts,174,11984.96
2022-11-14,Store_E,Jeans,219,15832.05
2022-11-14,Store_E,Jackets,185,4718.03
2022-11-14,Store_E,Dresses,172,8969.34
2022-11-14,Store_E,Shoes,206,6040.84
2022-11-14,Store_E,Accessories,213,2692.9
2022-11-15,Store_A,T-Shirts,217,5815.06
2022-11-15,Store_A,Jeans,189,11429.23
2022-11-15,Store_A,Jackets,214,12719.58
2022-11-15,Store_A,Dresses,203,3361.99
2022-11-15,Store_A,Shoes,196,19472.6
2022-11-15,Store_A,Accessories,199,10652.84
2022-11-15,Store_B,T-Shirts,224,10085.13
2022-11-15,Store_B,Jeans,223,7534.76
2022-11-15,Store_B,Jackets,196,11504.1
2022-11-15,Store_B,Dresses,197,8786.1
2022-11-15,Store_B,Shoes,205,3587.0
2022-11-15,Store_B,Accessories,185,4934.21
2022-11-15,Store_C,T-Shirts,207,13128.02
2022-11-15,Store_C,Jeans,197,17156.84
2022-11-15,Store_C,Jackets,184,15450.07
2022-11-15,Store_C,Dresses,205,10638.36
2022-11-15,Store_C,Shoes,212,15065.34
2022-11-15,Store_C,Accessories,182,11131.43
2022-11-15,Store_D,T-Shirts,159,13951.91
2022-11-15,Store_D,Jeans,203,6126.72
2022-11-15,Store_D,Jackets,212,2856.16
2022-11-15,Store_D,Dresses,215,10371.5
2022-11-15,Store_D,Shoes,225,13805.81
2022-11-15,Store_D,Accessories,219,21377.78
2022-11-15,Store_E,T-Shirts,217,20192.99
2022-11-15,Store_E,Jeans,193,4905.06
2022-11-15,Store_E,Jackets,221,21086.26
2022-11-15,Store_E,Dresses,183,9931.69
2022-11-15,Store_E,Shoes,223,17649.1
2022-11-15,Store_E,Accessories,181,15665.59
2022-11-16,Store_A,T-Shirts,188,4291.75
2022-11-16,Store_A,Jeans,192,16430.32
2022-11-16,Store_A,Jackets,170,15620.98
2022-11-16,Store_A,Dresses,206,10381.46
2022-11-16,Store_A,Shoes,200,19233.03
2022-11-16,Store_A,Accessories,200,15082.32
2022-11-16,Store_B,T-Shirts,205,9395.23
2022-11-16,Store_B,Jeans,188,15889.47
2022-11-16,Store_B,Jackets,208,3141.05
2022-11-16,Store_B,Dresses,200,13960.8
2022-11-16,Store_B,Shoes,218,14064.87
2022-11-16,Store_B,Accessories,179,7502.47
2022-11-16,Store_C,T-Shirts,202,17675.11
2022-11-16,Store_C,Jeans,232,16929.33
2022-11-16,Store_C,Jackets,180,4102.0
2022-11-16,Store_C,Dresses,195,8870.96
2022-11-16,Store_C,Shoes,188,14203.91
2022-11-16,Store_C,Accessories,230,16909.5
2022-11-16,Store_D,T-Shirts,216,2826.21
2022-11-16,Store_D,Jeans,194,11701.54
2022-11-16,Store_D,Jackets,218,18096.72
2022-11-16,Store_D,Dresses,194,4950.41
2022-11-16,Store_D,Shoes,207,4404.87
2022-11-16,Store_D,Accessories,194,7698.03
2022-11-16,Store_E,T-Shirts,244,20678.72
2022-11-16,Store_E,Jeans,229,22535.15
2022-11-16,Store_E,Jackets,182,17247.06
2022-11-16,Store_E,Dresses,215,3790.43
2022-11-16,Store_E,Shoes,194,2157.43
2022-11-16,Store_E,Accessories,232,9802.82
2022-11-17,Store_A,T-Shirts,202,6988.21
2022-11-17,Store_A,Jeans,191,13426.11
2022-11-17,Store_A,Jackets,209,8156.07
2022-11-17,Store_A,Dresses,199,13621.01
2022-11-17,Store_A,Shoes,205,7527.56
2022-11-17,Store_A,Accessories,192,9404.79
2022-11-17,Store_B,T-Shirts,182,2306.12
2022-11-17,Store_B,Jeans,218,15078.72
2022-11-17,Store_B,Jackets,226,11364.51
2022-11-17,Store_B,Dresses,202,20085.8
2022-11-17,Store_B,Shoes,209,19401.08
2022-11-17,Store_B,Accessories,216,2212.6
2022-11-17,Store_C,T-Shirts,201,5292.56
2022-11-17,Store_C,Jeans,211,13032.42
2022-11-17,Store_C,Jackets,217,16611.51
2022-11-17,Store_C,Dresses,201,11356.52
2022-11-17,Store_C,Shoes,199,3651.03
2022-11-17,Store_C,Accessories,203,12312.5
2022-11-17,Store_D,T-Shirts,239,11467.37
2022-11-17,Store_D,Jeans,214,12161.26
2022-11-17,Store_D,Jackets,180,12920.09
2022-11-17,Store_D,Dresses,215,18344.42
2022-11-17,Store_D,Shoes,204,20085.8
2022-11-17,Store_D,Accessories,176,4767.9
2022-11-17,Store_E,T-Shirts,199,13128.61
2022-11-17,Store_E,Jeans,197,2735.37
2022-11-17,Store_E,Jackets,160,8065.4
2022-11-17,Store_E,Dresses,197,16550.08
2022-11-17,Store_E,Shoes,208,16999.23
2022-11-17,Store_E,Accessories,182,10353.84
2022-11-18,Store_A,T-Shirts,199,7184.55
2022-11-18,Store_A,Jeans,197,14520.04
2022-11-18,Store_A,Jackets,223,8439.22
2022-11-18,Store_A,Dresses,198,5674.44
2022-11-18,Store_A,Shoes,187,9529.85
2022-11-18,Store_A,Accessories,222,14775.73
2022-11-18,Store_B,T-Shirts,219,20269.16
2022-11-18,Store_B,Jeans,215,19668.4
2022-11-18,Store_B,Jackets,214,18137.35
2022-11-18,Store_B,Dresses,202,13249.15
2022-11-18,Store_B,Shoes,195,13114.97
2022-11-18,Store_B,Accessories,212,14774.06
2022-11-18,Store_C,T-Shirts,223,8576.68
2022-11-18,Store_C,Jeans,194,18726.05
2022-11-18,Store_C,Jackets,174,4263.77
2022-11-18,Store_C,Dresses,214,10906.08
2022-11-18,Store_C,Shoes,196,8605.32
2022-11-18,Store_C,Accessories,214,21082.32
2022-11-18,Store_D,T-Shirts,171,13635.7
2022-11-18,Store_D,Jeans,194,5199.06
2022-11-18,Store_D,Jackets,209,18054.63
2022-11-18,Store_D,Dresses,202,18991.24
2022-11-18,Store_D,Shoes,212,18491.41
2022-11-18,Store_D,Accessories,177,5485.0
2022-11-18,Store_E,T-Shirts,191,17273.07
2022-11-18,Store_E,Jeans,210,8297.75
2022-11-18,Store_E,Jackets,199,12658.16
2022-11-18,Store_E,Dresses,199,17820.13
2022-11-18,Store_E,Shoes,196,5833.92
2022-11-18,Store_E,Accessories,181,5175.39
2022-11-19,Store_A,T-Shirts,206,10314.17
2022-11-19,Store_A,Jeans,188,9896.03
2022-11-19,Store_A,Jackets,233,22668.23
2022-11-19,Store_A,Dresses,203,9052.56
2022-11-19,Store_A,Shoes,213,4041.9
2022-11-19,Store_A,Accessories,178,10827.64
2022-11-19,Store_B,T-Shirts,215,16586.66
2022-11-19,Store_B,Jeans,206,6042.54
2022-11-19,Store_B,Jackets,220,7205.83
2022-11-19,Store_B,Dresses,189,10372.11
2022-11-19,Store_B,Shoes,193,9800.61
2022-11-19,Store_B,Accessories,201,16755.85
2022-11-19,Store_C,T-Shirts,201,18323.63
2022-11-19,Store_C,Jeans,180,12790.86
2022-11-19,Store_C,Jackets,192,6706.59
2022-11-19,Store_C,Dresses,201,13058.95
2022-11-19,Store_C,Shoes,191,13531.15
2022-11-19,Store_C,Accessories,198,17438.15
2022-11-19,Store_D,T-Shirts,183,17351.57
2022-11-19,Store_D,Jeans,192,2085.69
2022-11-19,Store_D,Jackets,195,6630.22
2022-11-19,Store_D,Dresses,184,13815.99
2022-11-19,Store_D,Shoes,202,16627.08
2022-11-19,Store_D,Accessories,227,9756.87
2022-11-19,Store_E,T-Shirts,188,12784.05
2022-11-19,Store_E,Jeans,212,8600.95
2022-11-19,Store_E,Jackets,198,18502.85
2022-11-19,Store_E,Dresses,209,4389.95
2022-11-19,Store_E,Shoes,217,17733.12
2022-11-19,Store_E,Accessories,205,7494.08
2022-11-20,Store_A,T-Shirts,186,14286.76
2022-11-20,Store_A,Jeans,185,8904.29
2022-11-20,Store_A,Jackets,211,7239.0
2022-11-20,Store_A,Dresses,196,10095.48
2022-11-20,Store_A,Shoes,197,12499.2
2022-11-20,Store_A,Accessories,174,15497.33
2022-11-20,Store_B,T-Shirts,221,2281.01
2022-11-20,Store_B,Jeans,205,4470.86
2022-11-20,Store_B,Jackets,230,7413.07
2022-11-20,Store_B,Dresses,221,18083.66
2022-11-20,Store_B,Shoes,196,8960.01
2022-11-20,Store_B,Accessories,221,12614.82
2022-11-20,Store_C,T-Shirts,201,7558.2
2022-11-20,Store_C,Jeans,206,18627.59
2022-11-20,Store_C,Jackets,183,13246.15
2022-11-20,Store_C,Dresses,193,18710.2
2022-11-20,Store_C,Shoes,186,4934.84
2022-11-20,Store_C,Accessories,222,20855.44
2022-11-20,Store_D,T-Shirts,219,5190.44
2022-11-20,Store_D,Jeans,188,5613.22
2022-11-20,Store_D,Jackets,199,2403.98
2022-11-20,Store_D,Dresses,188,16521.27
2022-11-20,Store_D,Shoes,191,8329.18
2022-11-20,Store_D,Accessories,191,13183.46
2022-11-20,Store_E,T-Shirts,221,5903.52
2022-11-20,Store_E,Jeans,188,17419.3
2022-11-20,Store_E,Jackets,201,6754.1
2022-11-20,Store_E,Dresses,177,15778.58
2022-11-20,Store_E,Shoes,198,2734.27
2022-11-20,Store_E,Accessories,172,5354.94
2022-11-21,Store_A,T-Shirts,198,10143.21
2022-11-21,Store_A,Jeans,205,9355.19
2022-11-21,Store_A,Jackets,193,3149.05
2022-11-21,Store_A,Dresses,192,6945.72
2022-11-21,Store_A,Shoes,225,17178.24
2022-11-21,Store_A,Accessories,230,12048.76
2022-11-21,Store_B,T-Shirts,204,2100.74
2022-11-21,Store_B,Jeans,194,14739.79
2022-11-21,Store_B,Jackets,194,15897.27
2022-11-21,Store_B,Dresses,194,11220.04
2022-11-21,Store_B,Shoes,203,19201.6
2022-11-21,Store_B,Accessories,204,15282.28
2022-11-21,Store_C,T-Shirts,200,17021.6
2022-11-21,Store_C,Jeans,182,14608.9
2022-11-21,Store_C,Jackets,207,16740.2
2022-11-21,Store_C,Dresses,230,20431.15
2022-11-21,Store_C,Shoes,194,7542.29
2022-11-21,Store_C,Accessories,220,14596.93
2022-11-21,Store_D,T-Shirts,206,18737.62
2022-11-21,Store_D,Jeans,192,13083.03
2022-11-21,Store_D,Jackets,231,11825.74
2022-11-21,Store_D,Dresses,218,15539.82
2022-11-21,Store_D,Shoes,195,5246.02
2022-11-21,Store_D,Accessories,177,4656.83
2022-11-21,Store_E,T-Shirts,172,10172.03
2022-11-21,Store_E,Jeans,203,4623.18
2022-11-21,Store_E,Jackets,229,10528.25
2022-11-21,Store_E,Dresses,196,8604.33
2022-11-21,Store_E,Shoes,213,9170.36
2022-11-21,Store_E,Accessories,227,15786.2
2022-11-22,Store_A,T-Shirts,194,2728.99
2022-11-22,Store_A,Jeans,184,15828.48
2022-11-22,Store_A,Jackets,237,4009.12
2022-11-22,Store_A,Dresses,202,13847.4
2022-11-22,Store_A,Shoes,210,4917.68
2022-11-22,Store_A,Accessories,199,11531.9
2022-11-22,Store_B,T-Shirts,200,5062.59
2022-11-22,Store_B,Jeans,189,5501.7
2022-11-22,Store_B,Jackets,188,12728.28
2022-11-22,Store_B,Dresses,196,16772.26
2022-11-22,Store_B,Shoes,222,17938.49
2022-11-22,Store_B,Accessories,217,8826.78
2022-11-22,Store_C,T-Shirts,207,19669.11
2022-11-22,Store_C,Jeans,211,16590.0
2022-11-22,Store_C,Jackets,207,6794.91
2022-11-22,Store_C,Dresses,235,18669.9
2022-11-22,Store_C,Shoes,197,11857.47
2022-11-22,Store_C,Accessories,205,3111.31
2022-11-22,Store_D,T-Shirts,211,15816.95
2022-11-22,Store_D,Jeans,202,5760.95
2022-11-22,Store_D,Jackets,202,3370.73
2022-11-22,Store_D,Dresses,210,4536.48
2022-11-22,Store_D,Shoes,195,17534.33
2022-11-22,Store_D,Accessories,198,6472.34
2022-11-22,Store_E,T-Shirts,210,2880.88
2022-11-22,Store_E,Jeans,193,4067.51
2022-11-22,Store_E,Jackets,199,11323.22
2022-11-22,Store_E,Dresses,192,10966.23
2022-11-22,Store_E,Shoes,205,7788.05
2022-11-22,Store_E,Accessories,205,15285.07
2022-11-23,Store_A,T-Shirts,188,11755.33
2022-11-23,Store_A,Jeans,205,14970.84
2022-11-23,Store_A,Jackets,192,2437.25
2022-11-23,Store_A,Dresses,186,13101.53
2022-11-23,Store_A,Shoes,190,10119.41
2022-11-23,Store_A,Accessories,205,12335.0
2022-11-23,Store_B,T-Shirts,188,11512.51
2022-11-23,Store_B,Jeans,174,14262.03
2022-11-23,Store_B,Jackets,202,8133.37
2022-11-23,Store_B,Dresses,226,21130.89
2022-11-23,Store_B,Shoes,178,11993.19
2022-11-23,Store_B,Accessories,181,5309.16
2022-11-23,Store_C,T-Shirts,192,13316.98
2022-11-23,Store_C,Jeans,214,14852.74
2022-11-23,Store_C,Jackets,209,18608.17
2022-11-23,Store_C,Dresses,215,6458.78
2022-11-23,Store_C,Shoes,182,3343.65
2022-11-23,Store_C,Accessories,177,5682.21
2022-11-23,Store_D,T-Shirts,197,7709.56
2022-11-23,Store_D,Jeans,208,11157.2
2022-11-23,Store_D,Jackets,220,17755.62
2022-11-23,Store_D,Dresses,195,6001.8
2022-11-23,Store_D,Shoes,203,5712.1
2022-11-23,Store_D,Accessories,193,9169.49
2022-11-23,Store_E,T-Shirts,191,6909.33
2022-11-23,Store_E,Jeans,192,10163.69
2022-11-23,Store_E,Jackets,207,19637.44
2022-11-23,Store_E,Dresses,183,11422.12
2022-11-23,Store_E,Shoes,218,17101.06
2022-11-23,Store_E,Accessories,204,7119.08
2022-11-24,Store_A,T-Shirts,204,5417.58
2022-11-24,Store_A,Jeans,228,11491.44
2022-11-24,Store_A,Jackets,224,19184.19
2022-11-24,Store_A,Dresses,191,7465.77
2022-11-24,Store_A,Shoes,201,5289.16
2022-11-24,Store_A,Accessories,207,18856.59
2022-11-24,Store_B,T-Shirts,221,17479.58
2022-11-24,Store_B,Jeans,198,7038.28
2022-11-24,Store_B,Jackets,191,11046.0
2022-11-24,Store_B,Dresses,192,4023.2
2022-11-24,Store_B,Shoes,194,10956.37
2022-11-24,Store_B,Accessories,202,11470.81
2022-11-24,Store_C,T-Shirts,207,20393.61
2022-11-24,Store_C,Jeans,194,7679.73
2022-11-24,Store_C,Jackets,183,3549.54
2022-11-24,Store_C,Dresses,213,12142.78
2022-11-24,Store_C,Shoes,212,20237.0
2022-11-24,Store_C,Accessories,186,17311.24
2022-11-24,Store_D,T-Shirts,198,18774.37
2022-11-24,Store_D,Jeans,210,8852.71
2022-11-24,Store_D,Jackets,224,8711.48
2022-11-24,Store_D,Dresses,230,15213.79
2022-11-24,Store_D,Shoes,201,14044.96
2022-11-24,Store_D,Accessories,212,13387.15
2022-11-24,Store_E,T-Shirts,176,13604.35
2022-11-24,Store_E,Jeans,203,7258.75
2022-11-24,Store_E,Jackets,200,14600.38
2022-11-24,Store_E,Dresses,198,4267.99
2022-11-24,Store_E,Shoes,196,12874.17
2022-11-24,Store_E,Accessories,194,7209.36
2022-11-25,Store_A,T-Shirts,203,6983.47
2022-11-25,Store_A,Jeans,235,11693.5
2022-11-25,Store_A,Jackets,185,5539.66
2022-11-25,Store_A,Dresses,160,7558.05
2022-11-25,Store_A,Shoes,201,3689.93
2022-11-25,Store_A,Accessories,178,6583.04
2022-11-25,Store_B,T-Shirts,202,18238.66
2022-11-25,Store_B,Jeans,192,16205.43
2022-11-25,Store_B,Jackets,198,2833.08
2022-11-25,Store_B,Dresses,220,17049.28
2022-11-25,Store_B,Shoes,200,15493.98
2022-11-25,Store_B,Accessories,176,5986.34
2022-11-25,Store_C,T-Shirts,226,3372.03
2022-11-25,Store_C,Jeans,212,5481.37
2022-11-25,Store_C,Jackets,208,13895.35
2022-11-25,Store_C,Dresses,216,3431.31
2022-11-25,Store_C,Shoes,195,4882.92
2022-11-25,Store_C,Accessories,190,13728.9
2022-11-25,Store_D,T-Shirts,203,20259.9
2022-11-25,Store_D,Jeans,195,14868.37
2022-11-25,Store_D,Jackets,206,14211.62
2022-11-25,Store_D,Dresses,203,16440.42
2022-11-25,Store_D,Shoes,178,10540.79
2022-11-25,Store_D,Accessories,178,5536.76
2022-11-25,Store_E,T-Shirts,201,3901.06
2022-11-25,Store_E,Jeans,189,10295.13
2022-11-25,Store_E,Jackets,183,15984.16
2022-11-25,Store_E,Dresses,223,12071.56
2022-11-25,Store_E,Shoes,203,20182.54
2022-11-25,Store_E,Accessories,211,7278.06
2022-11-26,Store_A,T-Shirts,206,8647.57
2022-11-26,Store_A,Jeans,212,15576.0
2022-11-26,Store_A,Jackets,227,5217.73
2022-11-26,Store_A,Dresses,229,2720.77
2022-11-26,Store_A,Shoes,218,8033.7
2022-11-26,Store_A,Accessories,188,14983.16
2022-11-26,Store_B,T-Shirts,204,4675.21
2022-11-26,Store_B,Jeans,225,7897.39
2022-11-26,Store_B,Jackets,186,4407.43
2022-11-26,Store_B,Dresses,208,12115.75
2022-11-26,Store_B,Shoes,211,14134.36
2022-11-26,Store_B,Accessories,172,11535.29
2022-11-26,Store_C,T-Shirts,203,11401.22
2022-11-26,Store_C,Jeans,208,3458.4
2022-11-26,Store_C,Jackets,207,14544.91
2022-11-26,Store_C,Dresses,217,20487.2
2022-11-26,Store_C,Shoes,194,16259.64
2022-11-26,Store_C,Accessories,183,16966.63
2022-11-26,Store_D,T-Shirts,202,19527.05
2022-11-26,Store_D,Jeans,209,8287.52
2022-11-26,Store_D,Jackets,207,15336.61
2022-11-26,Store_D,Dresses,186,11593.42
2022-11-26,Store_D,Shoes,217,5026.78
2022-11-26,Store_D,Accessories,192,14706.54
2022-11-26,Store_E,T-Shirts,188,2139.21
2022-11-26,Store_E,Jeans,193,17091.76
2022-11-26,Store_E,Jackets,221,12213.25
2022-11-26,Store_E,Dresses,220,6625.66
2022-11-26,Store_E,Shoes,196,7286.78
2022-11-26,Store_E,Accessories,176,10493.22
2022-11-27,Store_A,T-Shirts,209,3417.56
2022-11-27,Store_A,Jeans,196,13427.12
2022-11-27,Store_A,Jackets,215,3443.6
2022-11-27,Store_A,Dresses,196,6558.57
2022-11-27,Store_A,Shoes,187,18117.25
2022-11-27,Store_A,Accessories,217,17803.27
2022-11-27,Store_B,T-Shirts,191,17095.89
2022-11-27,Store_B,Jeans,188,16226.8
2022-11-27,Store_B,Jackets,196,11627.23
2022-11-27,Store_B,Dresses,185,8855.96
2022-11-27,Store_B,Shoes,191,2012.9
2022-11-27,Store_B,Accessories,196,2921.02
2022-11-27,Store_C,T-Shirts,176,9759.2
2022-11-27,Store_C,Jeans,191,6035.19
2022-11-27,Store_C,Jackets,209,2890.41
2022-11-27,Store_C,Dresses,190,3306.49
2022-11-27,Store_C,Shoes,193,12877.35
2022-11-27,Store_C,Accessories,229,14180.28
2022-11-27,Store_D,T-Shirts,198,15095.5
2022-11-27,Store_D,Jeans,166,8688.98
2022-11-27,Store_D,Jackets,205,14497.19
2022-11-27,Store_D,Dresses,203,12668.57
2022-11-27,Store_D,Shoes,224,18190.83
2022-11-27,Store_D,Accessories,232,15543.66
2022-11-27,Store_E,T-Shirts,193,8529.14
2022-11-27,Store_E,Jeans,204,5152.95
2022-11-27,Store_E,Jackets,198,19086.5
2022-11-27,Store_E,Dresses,202,15931.13
2022-11-27,Store_E,Shoes,197,12446.82
2022-11-27,Store_E,Accessories,213,5698.13
2022-11-28,Store_A,T-Shirts,196,11198.85
2022-11-28,Store_A,Jeans,193,13619.58
2022-11-28,Store_A,Jackets,199,16346.35
2022-11-28,Store_A,Dresses,211,21024.29
2022-11-28,Store_A,Shoes,173,2303.45
2022-11-28,Store_A,Accessories,216,15450.67
2022-11-28,Store_B,T-Shirts,187,7849.9
2022-11-28,Store_B,Jeans,218,6454.04
2022-11-28,Store_B,Jackets,237,11891.41
2022-11-28,Store_B,Dresses,194,8098.27
2022-11-28,Store_B,Shoes,194,11031.88
2022-11-28,Store_B,Accessories,212,12575.03
2022-11-28,Store_C,T-Shirts,214,2521.22
2022-11-28,Store_C,Jeans,229,17152.05
2022-11-28,Store_C,Jackets,217,17271.84
2022-11-28,Store_C,Dresses,204,5925.12
2022-11-28,Store_C,Shoes,245,8879.21
2022-11-28,Store_C,Accessories,208,16144.41
2022-11-28,Store_D,T-Shirts,198,3265.27
2022-11-28,Store_D,Jeans,207,2955.83
2022-11-28,Store_D,Jackets,211,3240.87
2022-11-28,Store_D,Dresses,199,8187.44
2022-11-28,Store_D,Shoes,184,5079.23
2022-11-28,Store_D,Accessories,195,11211.77
2022-11-28,Store_E,T-Shirts,196,16529.32
2022-11-28,Store_E,Jeans,215,7776.76
2022-11-28,Store_E,Jackets,196,11305.43
2022-11-28,Store_E,Dresses,205,18993.8
2022-11-28,Store_E,Shoes,209,2524.62
2022-11-28,Store_E,Accessories,199,6978.1
2022-11-29,Store_A,T-Shirts,176,8829.31
2022-11-29,Store_A,Jeans,166,3269.29
2022-11-29,Store_A,Jackets,197,19176.45
2022-11-29,Store_A,Dresses,183,4858.85
2022-11-29,Store_A,Shoes,202,16058.01
2022-11-29,Store_A,Accessories,205,13083.82
2022-11-29,Store_B,T-Shirts,198,4348.43
2022-11-29,Store_B,Jeans,203,4005.25
2022-11-29,Store_B,Jackets,199,4141.56
2022-11-29,Store_B,Dresses,214,6619.21
2022-11-29,Store_B,Shoes,201,2092.56
2022-11-29,Store_B,Accessories,205,2224.97
2022-11-29,Store_C,T-Shirts,217,11367.38
2022-11-29,Store_C,Jeans,194,14608.12
2022-11-29,Store_C,Jackets,208,20325.77
2022-11-29,Store_C,Dresses,195,10611.36
2022-11-29,Store_C,Shoes,183,11401.34
2022-11-29,Store_C,Accessories,187,12288.82
2022-11-29,Store_D,T-Shirts,159,14341.55
2022-11-29,Store_D,Jeans,195,11247.15
2022-11-29,Store_D,Jackets,187,3592.57
2022-11-29,Store_D,Dresses,214,20705.61
2022-11-29,Store_D,Shoes,208,10998.74
2022-11-29,Store_D,Accessories,201,9833.32
2022-11-29,Store_E,T-Shirts,204,6531.34
2022-11-29,Store_E,Jeans,202,9936.68
2022-11-29,Store_E,Jackets,197,14347.86
2022-11-29,Store_E,Dresses,199,17277.95
2022-11-29,Store_E,Shoes,188,16489.57
2022-11-29,Store_E,Accessories,201,8682.85
2022-11-30,Store_A,T-Shirts,195,2751.35
2022-11-30,Store_A,Jeans,196,15831.76
2022-11-30,Store_A,Jackets,201,10037.85
2022-11-30,Store_A,Dresses,206,6480.83
2022-11-30,Store_A,Shoes,214,20363.29
2022-11-30,Store_A,Accessories,211,16897.73
2022-11-30,Store_B,T-Shirts,199,2833.49
2022-11-30,Store_B,Jeans,218,15623.04
2022-11-30,Store_B,Jackets,183,15404.58
2022-11-30,Store_B,Dresses,199,11329.24
2022-11-30,Store_B,Shoes,202,19598.53
2022-11-30,Store_B,Accessories,194,7244.48
2022-11-30,Store_C,T-Shirts,212,2955.71
2022-11-30,Store_C,Jeans,177,6150.09
2022-11-30,Store_C,Jackets,177,15748.3
2022-11-30,Store_C,Dresses,194,17664.04
2022-11-30,Store_C,Shoes,184,16870.84
2022-11-30,Store_C,Accessories,194,16568.33
2022-11-30,Store_D,T-Shirts,199,10758.87
2022-11-30,Store_D,Jeans,206,8552.34
2022-11-30,Store_D,Jackets,206,16442.49
2022-11-30,Store_D,Dresses,237,20613.94
2022-11-30,Store_D,Shoes,231,12268.66
2022-11-30,Store_D,Accessories,188,8944.71
2022-11-30,Store_E,T-Shirts,216,14271.98
2022-11-30,Store_E,Jeans,194,7872.75
2022-11-30,Store_E,Jackets,254,8016.2
2022-11-30,Store_E,Dresses,198,15120.35
2022-11-30,Store_E,Shoes,214,20829.87
2022-11-30,Store_E,Accessories,198,4200.56
2022-12-01,Store_A,T-Shirts,216,12500.46
2022-12-01,Store_A,Jeans,199,14540.12
2022-12-01,Store_A,Jackets,198,17766.19
2022-12-01,Store_A,Dresses,201,5290.14
2022-12-01,Store_A,Shoes,183,6365.14
2022-12-01,Store_A,Accessories,202,13117.21
2022-12-01,Store_B,T-Shirts,208,9177.28
2022-12-01,Store_B,Jeans,177,15246.91
2022-12-01,Store_B,Jackets,183,8637.85
2022-12-01,Store_B,Dresses,207,17470.41
2022-12-01,Store_B,Shoes,203,19032.0
2022-12-01,Store_B,Accessories,207,11852.83
2022-12-01,Store_C,T-Shirts,220,6378.0
2022-12-01,Store_C,Jeans,194,6988.98
2022-12-01,Store_C,Jackets,211,8183.59
2022-12-01,Store_C,Dresses,216,10735.3
2022-12-01,Store_C,Shoes,208,12582.5
2022-12-01,Store_C,Accessories,198,2004.41
2022-12-01,Store_D,T-Shirts,228,15884.43
2022-12-01,Store_D,Jeans,181,13642.94
2022-12-01,Store_D,Jackets,193,16275.66
2022-12-01,Store_D,Dresses,191,3264.82
2022-12-01,Store_D,Shoes,201,15179.71
2022-12-01,Store_D,Accessories,185,3970.97
2022-12-01,Store_E,T-Shirts,214,16067.9
2022-12-01,Store_E,Jeans,209,12737.42
2022-12-01,Store_E,Jackets,200,18870.1
2022-12-01,Store_E,Dresses,176,15415.78
2022-12-01,Store_E,Shoes,181,13247.59
2022-12-01,Store_E,Accessories,202,7797.94
2022-12-02,Store_A,T-Shirts,208,10691.63
2022-12-02,Store_A,Jeans,217,12489.07
2022-12-02,Store_A,Jackets,199,12691.76
2022-12-02,Store_A,Dresses,199,5794.8
2022-12-02,Store_A,Shoes,187,3430.6
2022-12-02,Store_A,Accessories,192,3713.04
2022-12-02,Store_B,T-Shirts,199,4526.85
2022-12-02,Store_B,Jeans,192,7574.5
2022-12-02,Store_B,Jackets,180,3572.53
2022-12-02,Store_B,Dresses,201,12312.5
2022-12-02,Store_B,Shoes,200,17714.25
2022-12-02,Store_B,Accessories,191,18830.8
2022-12-02,Store_C,T-Shirts,218,19735.72
2022-12-02,Store_C,Jeans,207,18341.85
2022-12-02,Store_C,Jackets,207,9852.86
2022-12-02,Store_C,Dresses,213,16221.47
2022-12-02,Store_C,Shoes,197,16094.3
2022-12-02,Store_C,Accessories,200,9294.71
2022-12-02,Store_D,T-Shirts,206,18161.57
2022-12-02,Store_D,Jeans,217,14197.61
2022-12-02,Store_D,Jackets,212,19118.97
2022-12-02,Store_D,Dresses,215,16640.35
2022-12-02,Store_D,Shoes,214,8932.41
2022-12-02,Store_D,Accessories,188,3104.95
2022-12-02,Store_E,T-Shirts,181,15934.14
2022-12-02,Store_E,Jeans,219,11951.61
2022-12-02,Store_E,Jackets,193,5615.42
2022-12-02,Store_E,Dresses,182,4610.26
2022-12-02,Store_E,Shoes,196,13505.66
2022-12-02,Store_E,Accessories,207,2837.44
2022-12-03,Store_A,T-Shirts,213,8761.42
2022-12-03,Store_A,Jeans,192,4921.71
2022-12-03,Store_A,Jackets,199,16564.07
2022-12-03,Store_A,Dresses,180,16904.82
2022-12-03,Store_A,Shoes,203,17932.34
2022-12-03,Store_A,Accessories,191,12437.31
2022-12-03,Store_B,T-Shirts,194,19334.46
2022-12-03,Store_B,Jeans,187,2572.76
